carrier_outlet_quality_percent_trend_only,domain_volume_avg_velocity_ms,domain_volume_avg_vorticity_s-1,inlet_mass_weighted_pressure_pa,iteration,liquid_imbalance_percent,liquid_liquidinlet_kgs,liquid_net_kgs,liquid_steaminlet_kgs,liquid_steamoutlet_kgs,mixture_imbalance_percent,mixture_liquidinlet_kgs,mixture_net_kgs,mixture_steaminlet_kgs,mixture_steamoutlet_kgs,outlet_area_weighted_velocity_ms,outlet_mass_weighted_pressure_pa,pressure_drop_pa,vapor_imbalance_percent,vapor_liquidinlet_kgs,vapor_net_kgs,vapor_steaminlet_kgs,vapor_steamoutlet_kgs
100.0,9.101135,30.011871,1125987.3,250,100.0,116.92,116.92,-0.0,-0.0,58.781903749810226,116.92,116.15892,80.69,-81.451076,32.315634,1119989.4,5997.90000000014,0.9432096046598093,-0.0,-0.76107583,80.69,-81.451076
100.0,12.305897,52.058549,1125870.5,500,100.0,116.92,116.92,-0.0,-1.5032584e-213,58.77437376650979,116.92,116.14404,80.69,-81.465962,32.497316,1119990.6,5879.899999999907,0.9616586937662661,-0.0,-0.7759624,80.69,-81.465962
100.0,14.910919,63.554351,1129280.8,750,100.0,116.92,116.92,-0.0,-6.642816e-150,58.7840342087951,116.92,116.16313,80.69,-81.446875,36.260153,1119982.5,9298.300000000047,0.9380033833188747,-0.0,-0.75687493,80.69,-81.446875
100.0,16.893001,67.781031,1132292.1,1000,100.0,116.92,116.92,-0.0,-2.4050642e-90,58.78966145437984,116.92,116.17425,80.69,-81.435748,38.491424,1119970.7,12321.40000000014,0.9242139174618913,-0.0,-0.74574821,80.69,-81.435748
100.0,18.465033,70.592835,1134514.8,1250,100.0,116.92,116.92,-0.0,-6.2705334e-51,58.76201103183036,116.92,116.11961,80.69,-81.490388,40.989739,1119963.6,14551.199999999953,0.9919301648283555,-0.0,-0.80038845,80.69,-81.490388
100.0,19.542834,71.174325,1135922.8,1500,100.0,116.92,116.92,-0.0,-1.6918825e-38,58.78466170740347,116.92,116.16437,80.69,-81.44563,41.655111,1119956.4,15966.40000000014,0.9364602181187259,-0.0,-0.75562975,80.69,-81.44563
100.0,20.511349,71.302828,1138523.3,1750,100.0,116.92,116.92,-0.0,-1.0856875e-18,58.78400384595921,116.92,116.16307,80.69,-81.446935,42.196923,1119948.7,18574.600000000093,0.9380775436857107,-0.0,-0.75693477,80.69,-81.446935
99.99999998167642,21.900799,75.736274,1142150.0,2000,100.0,116.92,116.92,-0.0,-1.4919187e-08,58.79729770760589,116.92,116.18934,80.69,-81.420658,42.667748,1119940.3,22209.699999999953,0.905512764902714,-0.0,-0.73065825,80.69,-81.420658
99.9999997786812,23.247397,83.035862,1143289.0,2250,100.0,116.92,116.92,-0.0,-1.8028395e-07,58.777926218308785,116.92,116.15106,80.69,-81.458939,43.014613,1119943.8,23345.199999999953,0.9529547651505763,-0.0,-0.7689392,80.69,-81.458939
99.9999999711207,24.548884,85.601653,1143452.6,2500,100.0,116.92,116.92,-0.0,-2.352729e-08,58.7735134861596,116.92,116.14234,80.69,-81.467663,42.51817,1119946.2,23506.40000000014,0.9637664518527699,-0.0,-0.77766315,80.69,-81.467663
99.99999579974215,25.762994,85.728819,1143324.4,2750,100.0,116.92,116.92,-0.0,-3.4213878e-06,58.77910530843581,116.92,116.15339,80.69,-81.456613,43.091831,1119946.8,23377.59999999986,0.9500678522741356,-0.0,-0.76660975,80.69,-81.45661
99.99998632909019,26.915994,86.006853,1143954.2,3000,99.99999144714334,116.92,116.91999,-0.0,-1.1137203e-05,58.77413086382267,116.92,116.14356,80.69,-81.466436,44.147081,1119940.1,24014.09999999986,0.9622316643945966,-0.0,-0.77642473,80.69,-81.466425
